Year,US_Airport,US_Airport_Name,US_State,FG_Airport,FG_State,FG_Airport_Name,Passengers,Flights
2018,CLT,Charlotte Douglas International Airport,NC,POP,DO,Gregorio Luperon International Airport,25993,216
2018,CLT,Charlotte Douglas International Airport,NC,PUJ,DO,Punta Cana International Airport,258855,1625
2018,CLT,Charlotte Douglas International Airport,NC,SJD,MX,Aeropuerto Internacional de Los Cabos,10570,81
2018,CLT,Charlotte Douglas International Airport,NC,SJO,CR,Juan Santamaría International Airport,52206,435
2018,CLT,Charlotte Douglas International Airport,NC,SKB,KN,Robert L. Bradshaw International Airport,9812,87
2018,CLT,Charlotte Douglas International Airport,NC,SXM,SX,Princess Juliana International Airport,12994,109
2018,CLT,Charlotte Douglas International Airport,NC,UVF,LC,Hewanorra International Airport,44554,387
2018,CLT,Charlotte Douglas International Airport,NC,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,59348,896
2018,CLT,Charlotte Douglas International Airport,NC,YYZ,CA,Toronto Lester B. Pearson International Airport,228770,3957
2018,CMH,John Glenn Columbus International Airport,OH,CUN,MX,Aeropuerto Internacional de Cancún,20136,162
2018,CMH,John Glenn Columbus International Airport,OH,PUJ,DO,Punta Cana International Airport,3946,31
2018,CMH,John Glenn Columbus International Airport,OH,YYZ,CA,Toronto Lester B. Pearson International Airport,73974,2538
2018,CVG,Cincinnati Northern Kentucky International Airport,KY,CDG,FR,Charles de Gaulle International Airport,107981,644
2018,CVG,Cincinnati Northern Kentucky International Airport,KY,CUN,MX,Aeropuerto Internacional de Cancún,38987,311
2018,CVG,Cincinnati Northern Kentucky International Airport,KY,KEF,IS,Keflavik International Airport,38671,226
2018,CVG,Cincinnati Northern Kentucky International Airport,KY,PUJ,DO,Punta Cana International Airport,23126,158
2018,CVG,Cincinnati Northern Kentucky International Airport,KY,YYZ,CA,Toronto Lester B. Pearson International Airport,99522,2828
2018,DCA,Ronald Reagan Washington National Airport,DC,BDA,BM,L.F. Wade International Airport,16640,150
2018,DCA,Ronald Reagan Washington National Airport,DC,NAS,BS,Lynden Pindling International Airport,13351,202
2018,DCA,Ronald Reagan Washington National Airport,DC,YOW,CA,Ottawa Macdonald-Cartier International Airport,39183,1297
2018,DCA,Ronald Reagan Washington National Airport,DC,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,63343,1423
2018,DCA,Ronald Reagan Washington National Airport,DC,YYZ,CA,Toronto Lester B. Pearson International Airport,229724,4301
2018,DEN,Denver International Airport,CO,BZE,BZ,Philip S. W. Goldson International Airport,18685,144
2018,DEN,Denver International Airport,CO,CDG,FR,Charles de Gaulle International Airport,31702,117
2018,DEN,Denver International Airport,CO,CUN,MX,Aeropuerto Internacional de Cancún,424635,2878
2018,DEN,Denver International Airport,CO,CUU,MX,General Roberto Fierro Villalobos International Airport,12853,104
2018,DEN,Denver International Airport,CO,CZM,MX,Aeropuerto Internacional de Cozumel,4535,32
2018,DEN,Denver International Airport,CO,FRA,DE,Frankfurt Airport,224111,712
2018,DEN,Denver International Airport,CO,GDL,MX,Guadalajara International Airport,48632,334
2018,DEN,Denver International Airport,CO,KEF,IS,Keflavik International Airport,97165,670
2018,DEN,Denver International Airport,CO,LGW,GB,London Gatwick Airport,83390,309
2018,DEN,Denver International Airport,CO,LHR,GB,London Heathrow Airport,275554,1152
2018,DEN,Denver International Airport,CO,LIR,CR,Guanacaste Airport,13933,91
2018,DEN,Denver International Airport,CO,MEX,MX,Benito Juárez International Airport,71716,557
2018,DEN,Denver International Airport,CO,MTY,MX,Monterrey International Airport,4859,72
2018,DEN,Denver International Airport,CO,MUC,DE,Munich Airport,163900,706
2018,DEN,Denver International Airport,CO,MZT,MX,General Rafael Buelna International Airport,1133,12
2018,DEN,Denver International Airport,CO,NRT,JP,Narita International Airport,137092,721
2018,DEN,Denver International Airport,CO,PTY,PA,Tocumen International Airport,53271,418
2018,DEN,Denver International Airport,CO,PVR,MX,Puerto Vallarta International Airport,163755,1263
2018,DEN,Denver International Airport,CO,SJD,MX,Aeropuerto Internacional de Los Cabos,162670,1239
2018,DEN,Denver International Airport,CO,YEG,CA,Edmonton International Airport,91655,1362
2018,DEN,Denver International Airport,CO,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,60890,923
2018,DEN,Denver International Airport,CO,YVR,CA,Vancouver International Airport,241363,2972
2018,DEN,Denver International Airport,CO,YWG,CA,Winnipeg / James Armstrong Richardson International Airport,46645,1041
2018,DEN,Denver International Airport,CO,YYC,CA,Calgary International Airport,256208,2960
2018,DEN,Denver International Airport,CO,YYZ,CA,Toronto Lester B. Pearson International Airport,244059,3130
2018,DEN,Denver International Airport,CO,ZRH,CH,Zürich Airport,13783,64
2018,DFW,Dallas Fort Worth International Airport,TX,AGU,MX,Aeropuerto Internacional Jesús Terán Peredo,60658,1460
2018,DFW,Dallas Fort Worth International Airport,TX,AMS,NL,Amsterdam Airport Schiphol,62345,296
2018,DFW,Dallas Fort Worth International Airport,TX,AUH,AE,Zayed International Airport,32134,167
2018,DFW,Dallas Fort Worth International Airport,TX,BJX,MX,Aeropuerto Internacional del Bajío,99600,1437
2018,DFW,Dallas Fort Worth International Airport,TX,BOG,CO,El Dorado International Airport,72478,726
2018,DFW,Dallas Fort Worth International Airport,TX,BZE,BZ,Philip S. W. Goldson International Airport,76668,643
2018,DFW,Dallas Fort Worth International Airport,TX,CDG,FR,Charles de Gaulle International Airport,144342,694
2018,DFW,Dallas Fort Worth International Airport,TX,CUN,MX,Aeropuerto Internacional de Cancún,754551,4977
2018,DFW,Dallas Fort Worth International Airport,TX,CUU,MX,General Roberto Fierro Villalobos International Airport,51587,1450
2018,DFW,Dallas Fort Worth International Airport,TX,CZM,MX,Aeropuerto Internacional de Cozumel,100718,878
2018,DFW,Dallas Fort Worth International Airport,TX,DOH,QA,Hamad International Airport,197657,728
2018,DFW,Dallas Fort Worth International Airport,TX,DXB,AE,Dubai International Airport,191771,668
2018,DFW,Dallas Fort Worth International Airport,TX,EZE,AR,Minister Pistarini International Airport,150350,722
2018,DFW,Dallas Fort Worth International Airport,TX,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,92433,431
2018,DFW,Dallas Fort Worth International Airport,TX,FRA,DE,Frankfurt Airport,302049,1792
2018,DFW,Dallas Fort Worth International Airport,TX,GCM,KY,Owen Roberts International Airport,41481,325
2018,DFW,Dallas Fort Worth International Airport,TX,GDL,MX,Guadalajara International Airport,194371,1824
2018,DFW,Dallas Fort Worth International Airport,TX,GIG,BR,Rio Galeão – Tom Jobim International Airport,5532,41
2018,DFW,Dallas Fort Worth International Airport,TX,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,169473,727
2018,DFW,Dallas Fort Worth International Airport,TX,GUA,GT,La Aurora Airport,108242,857
2018,DFW,Dallas Fort Worth International Airport,TX,HKG,HK,Hong Kong International Airport,178941,714
2018,DFW,Dallas Fort Worth International Airport,TX,ICN,KR,Incheon International Airport,287186,1206
2018,DFW,Dallas Fort Worth International Airport,TX,KEF,IS,Keflavik International Airport,100993,634
2018,DFW,Dallas Fort Worth International Airport,TX,LHR,GB,London Heathrow Airport,679080,2821
2018,DFW,Dallas Fort Worth International Airport,TX,LIM,PE,Jorge Chávez International Airport,108448,727
2018,DFW,Dallas Fort Worth International Airport,TX,LIR,CR,Guanacaste Airport,28735,259
2018,DFW,Dallas Fort Worth International Airport,TX,MAD,ES,Adolfo Suárez Madrid–Barajas Airport,144231,694
2018,DFW,Dallas Fort Worth International Airport,TX,MBJ,JM,Sangster International Airport,82642,652
2018,DFW,Dallas Fort Worth International Airport,TX,MEX,MX,Benito Juárez International Airport,629426,6258
2018,DFW,Dallas Fort Worth International Airport,TX,MGA,NI,Augusto C. Sandino (Managua) International Airport,6825,69
2018,DFW,Dallas Fort Worth International Airport,TX,MLM,MX,General Francisco J. Mujica International Airport,40437,711
2018,DFW,Dallas Fort Worth International Airport,TX,MTY,MX,Monterrey International Airport,184421,3609
2018,DFW,Dallas Fort Worth International Airport,TX,MZT,MX,General Rafael Buelna International Airport,34705,652
2018,DFW,Dallas Fort Worth International Airport,TX,NAS,BS,Lynden Pindling International Airport,38306,284
2018,DFW,Dallas Fort Worth International Airport,TX,NRT,JP,Narita International Airport,418527,2188
2018,DFW,Dallas Fort Worth International Airport,TX,OAX,MX,Aeropuerto Internacional Xoxocotlán,1323,25
2018,DFW,Dallas Fort Worth International Airport,TX,PBC,MX,Aeropuerto Internacional Hermanos Serdán,23377,691
2018,DFW,Dallas Fort Worth International Airport,TX,PEK,CN,Beijing Capital International Airport,135322,718
2018,DFW,Dallas Fort Worth International Airport,TX,PLS,TC,Providenciales International Airport,9669,86
2018,DFW,Dallas Fort Worth International Airport,TX,PUJ,DO,Punta Cana International Airport,37173,261
2018,DFW,Dallas Fort Worth International Airport,TX,PVG,CN,Shanghai Pudong International Airport,158733,723
2018,DFW,Dallas Fort Worth International Airport,TX,PVR,MX,Puerto Vallarta International Airport,238170,1865
2018,DFW,Dallas Fort Worth International Airport,TX,QRO,MX,Querétaro Intercontinental Airport,81320,1454
2018,DFW,Dallas Fort Worth International Airport,TX,RTB,HN,Juan Manuel Gálvez International Airport,10971,92
2018,DFW,Dallas Fort Worth International Airport,TX,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,72273,800
2018,DFW,Dallas Fort Worth International Airport,TX,SCL,CL,Comodoro Arturo Merino Benítez International Airport,148107,729
2018,DFW,Dallas Fort Worth International Airport,TX,SJD,MX,Aeropuerto Internacional de Los Cabos,315265,2346
2018,DFW,Dallas Fort Worth International Airport,TX,SJO,CR,Juan Santamaría International Airport,100798,758
2018,DFW,Dallas Fort Worth International Airport,TX,SLP,MX,Ponciano Arriaga International Airport,74203,1438
2018,DFW,Dallas Fort Worth International Airport,TX,SYD,AU,Sydney Kingsford Smith International Airport,237906,700
2018,DFW,Dallas Fort Worth International Airport,TX,TRC,MX,Francisco Sarabia Tinoco International Airport,28368,751
2018,DFW,Dallas Fort Worth International Airport,TX,UIO,EC,Mariscal Sucre International Airport,35466,332
2018,DFW,Dallas Fort Worth International Airport,TX,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,82234,1352
2018,DFW,Dallas Fort Worth International Airport,TX,YVR,CA,Vancouver International Airport,267092,2328
2018,DFW,Dallas Fort Worth International Airport,TX,YYC,CA,Calgary International Airport,101819,1497
2018,DFW,Dallas Fort Worth International Airport,TX,YYZ,CA,Toronto Lester B. Pearson International Airport,343842,4309
2018,DFW,Dallas Fort Worth International Airport,TX,ZCL,MX,Aeropuerto Internacional General Leobardo C. Ruiz,9007,261
2018,DFW,Dallas Fort Worth International Airport,TX,ZIH,MX,Aeropuerto Internacional de Zihuatanejo,3306,42
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,AMM,JO,Queen Alia International Airport,14439,66
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,AMS,NL,Amsterdam Airport Schiphol,603551,2487
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,BJX,MX,Aeropuerto Internacional del Bajío,11522,213
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,CDG,FR,Charles de Gaulle International Airport,366801,1638
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,CUN,MX,Aeropuerto Internacional de Cancún,254391,1704
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,CZM,MX,Aeropuerto Internacional de Cozumel,2890,22
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,106481,418
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,FRA,DE,Frankfurt Airport,316089,1444
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,GCM,KY,Owen Roberts International Airport,4338,30
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,53165,300
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,ICN,KR,Incheon International Airport,198942,717
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,KEF,IS,Keflavik International Airport,46173,285
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,LHR,GB,London Heathrow Airport,183352,1026
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,MBJ,JM,Sangster International Airport,18690,126
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,MEX,MX,Benito Juárez International Airport,144973,1319
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,MTY,MX,Monterrey International Airport,94236,1237
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,MUC,DE,Munich Airport,61998,355
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,NAS,BS,Lynden Pindling International Airport,6262,55
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,NGO,JP,Chubu Centrair International Airport,79688,472
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,NRT,JP,Narita International Airport,196078,730
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,PEK,CN,Beijing Capital International Airport,169539,675
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,PUJ,DO,Punta Cana International Airport,28578,195
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,PVG,CN,Shanghai Pudong International Airport,190560,704
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,PVR,MX,Puerto Vallarta International Airport,22304,181
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,QRO,MX,Querétaro Intercontinental Airport,5166,98
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,SJD,MX,Aeropuerto Internacional de Los Cabos,21887,165
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,YOW,CA,Ottawa Macdonald-Cartier International Airport,58181,1343
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,174613,2728
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,YVR,CA,Vancouver International Airport,6641,42
2018,DTW,Detroit Metropolitan Wayne County Airport,MI,YYZ,CA,Toronto Lester B. Pearson International Airport,305841,5963
2018,EGE,Eagle County Regional Airport,CO,YYZ,CA,Toronto Lester B. Pearson International Airport,1210,18
2018,ELP,El Paso International Airport,TX,GUA,GT,La Aurora Airport,2922,25
2018,ELP,El Paso International Airport,TX,MEX,MX,Benito Juárez International Airport,6280,42
2018,ELP,El Paso International Airport,TX,SAP,HN,Ramón Villeda Morales International Airport,1432,12
2018,EWR,Newark Liberty International Airport,NJ,ADD,ET,Addis Ababa Bole International Airport,88041,589
2018,EWR,Newark Liberty International Airport,NJ,AMD,IN,Sardar Vallabh Bhai Patel International Airport,27211,133
2018,EWR,Newark Liberty International Airport,NJ,AMS,NL,Amsterdam Airport Schiphol,158253,810
2018,EWR,Newark Liberty International Airport,NJ,ANU,AG,V C Bird International Airport,28575,202
2018,EWR,Newark Liberty International Airport,NJ,ARN,SE,Stockholm-Arlanda Airport,193743,953
2018,EWR,Newark Liberty International Airport,NJ,ATH,GR,Athens Eleftherios Venizelos International Airport,263107,994
2018,EWR,Newark Liberty International Airport,NJ,AUA,AW,Queen Beatrix International Airport,227923,1443
2018,EWR,Newark Liberty International Airport,NJ,BCN,ES,Josep Tarradellas Barcelona-El Prat Airport,321949,1203
2018,EWR,Newark Liberty International Airport,NJ,BDA,BM,L.F. Wade International Airport,22157,153
2018,EWR,Newark Liberty International Airport,NJ,BGI,BB,Grantley Adams International Airport,6051,50
2018,EWR,Newark Liberty International Airport,NJ,BHX,GB,Birmingham Airport,9956,82
2018,EWR,Newark Liberty International Airport,NJ,BIM,BS,South Bimini Airport,2662,78
2018,EWR,Newark Liberty International Airport,NJ,BOG,CO,El Dorado International Airport,94393,888
2018,EWR,Newark Liberty International Airport,NJ,BOM,IN,Chhatrapati Shivaji International Airport,374317,1456
2018,EWR,Newark Liberty International Airport,NJ,BON,BQ,Flamingo International Airport,12404,83
2018,EWR,Newark Liberty International Airport,NJ,BRU,BE,Brussels Airport,167791,724
2018,EWR,Newark Liberty International Airport,NJ,BZE,BZ,Philip S. W. Goldson International Airport,7678,62
2018,EWR,Newark Liberty International Airport,NJ,CDG,FR,Charles de Gaulle International Airport,315441,1761
2018,EWR,Newark Liberty International Airport,NJ,CPH,DK,Copenhagen Kastrup Airport,217816,1020
2018,EWR,Newark Liberty International Airport,NJ,CUN,MX,Aeropuerto Internacional de Cancún,381558,2420
2018,EWR,Newark Liberty International Airport,NJ,DEL,IN,Indira Gandhi International Airport,168254,717
2018,EWR,Newark Liberty International Airport,NJ,DUB,IE,Dublin Airport,364960,1436
2018,EWR,Newark Liberty International Airport,NJ,DUS,DE,Düsseldorf Airport,107408,521
2018,EWR,Newark Liberty International Airport,NJ,DXB,AE,Dubai International Airport,112902,428
2018,EWR,Newark Liberty International Airport,NJ,EDI,GB,Edinburgh Airport,105827,708
2018,EWR,Newark Liberty International Airport,NJ,EZE,AR,Minister Pistarini International Airport,133494,711
2018,EWR,Newark Liberty International Airport,NJ,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,284739,1222
2018,EWR,Newark Liberty International Airport,NJ,FRA,DE,Frankfurt Airport,402722,1417
2018,EWR,Newark Liberty International Airport,NJ,GCM,KY,Owen Roberts International Airport,9555,66
2018,EWR,Newark Liberty International Airport,NJ,GLA,GB,Glasgow International Airport,45619,312
2018,EWR,Newark Liberty International Airport,NJ,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,173300,728
2018,EWR,Newark Liberty International Airport,NJ,GUA,GT,La Aurora Airport,46111,346
2018,EWR,Newark Liberty International Airport,NJ,GVA,CH,Geneva Cointrin International Airport,99972,669
2018,EWR,Newark Liberty International Airport,NJ,HAM,DE,Hamburg Helmut Schmidt Airport,46002,322
2018,EWR,Newark Liberty International Airport,NJ,HAV,CU,José Martí International Airport,75956,716
2018,EWR,Newark Liberty International Airport,NJ,HKG,HK,Hong Kong International Airport,325001,1400
2018,EWR,Newark Liberty International Airport,NJ,KEF,IS,Keflavik International Airport,289877,1880
2018,EWR,Newark Liberty International Airport,NJ,LBA,GB,Leeds Bradford Airport,3100,16
2018,EWR,Newark Liberty International Airport,NJ,LHR,GB,London Heathrow Airport,1045933,5732
2018,EWR,Newark Liberty International Airport,NJ,LIM,PE,Jorge Chávez International Airport,77768,518
2018,EWR,Newark Liberty International Airport,NJ,LIR,CR,Guanacaste Airport,45884,308
2018,EWR,Newark Liberty International Airport,NJ,LIS,PT,Humberto Delgado Airport (Lisbon Portela Airport),264848,1327
2018,EWR,Newark Liberty International Airport,NJ,MAD,ES,Adolfo Suárez Madrid–Barajas Airport,163111,684
2018,EWR,Newark Liberty International Airport,NJ,MAN,GB,Manchester Airport,111044,745
2018,EWR,Newark Liberty International Airport,NJ,MBJ,JM,Sangster International Airport,126136,801
2018,EWR,Newark Liberty International Airport,NJ,MEX,MX,Benito Juárez International Airport,170679,1591
2018,EWR,Newark Liberty International Airport,NJ,MUC,DE,Munich Airport,307257,1424
2018,EWR,Newark Liberty International Airport,NJ,MXP,IT,Milan Malpensa International Airport,139369,705
2018,EWR,Newark Liberty International Airport,NJ,NAS,BS,Lynden Pindling International Airport,98401,780
2018,EWR,Newark Liberty International Airport,NJ,NCL,GB,Newcastle International Airport,3148,16
2018,EWR,Newark Liberty International Airport,NJ,NRT,JP,Narita International Airport,198752,718
2018,EWR,Newark Liberty International Airport,NJ,OPO,PT,Francisco de Sá Carneiro Airport,89664,511
2018,EWR,Newark Liberty International Airport,NJ,ORY,FR,Paris-Orly Airport,269644,1804
2018,EWR,Newark Liberty International Airport,NJ,OSL,NO,"Oslo Airport, Gardermoen",142396,706
2018,EWR,Newark Liberty International Airport,NJ,PEK,CN,Beijing Capital International Airport,302786,1317
2018,EWR,Newark Liberty International Airport,NJ,PLS,TC,Providenciales International Airport,72116,502
2018,EWR,Newark Liberty International Airport,NJ,POP,DO,Gregorio Luperon International Airport,63731,429
2018,EWR,Newark Liberty International Airport,NJ,POS,TT,Piarco International Airport,21433,140
2018,EWR,Newark Liberty International Airport,NJ,PTY,PA,Tocumen International Airport,122668,900
2018,EWR,Newark Liberty International Airport,NJ,PUJ,DO,Punta Cana International Airport,262945,1664
2018,EWR,Newark Liberty International Airport,NJ,PVG,CN,Shanghai Pudong International Airport,167438,720
2018,EWR,Newark Liberty International Airport,NJ,PVR,MX,Puerto Vallarta International Airport,25002,186
2018,EWR,Newark Liberty International Airport,NJ,RZE,PL,Rzeszów-Jasionka Airport,11662,55
2018,EWR,Newark Liberty International Airport,NJ,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,85693,735
2018,EWR,Newark Liberty International Airport,NJ,SAP,HN,Ramón Villeda Morales International Airport,12311,92
2018,EWR,Newark Liberty International Airport,NJ,SDQ,DO,Las Américas International Airport,208039,1480
2018,EWR,Newark Liberty International Airport,NJ,SIN,SG,Singapore Changi Airport,19503,152
2018,EWR,Newark Liberty International Airport,NJ,SJD,MX,Aeropuerto Internacional de Los Cabos,39308,263
2018,EWR,Newark Liberty International Airport,NJ,SJO,CR,Juan Santamaría International Airport,170742,1189
2018,EWR,Newark Liberty International Airport,NJ,SKB,KN,Robert L. Bradshaw International Airport,3881,32
2018,EWR,Newark Liberty International Airport,NJ,SNN,IE,Shannon Airport,65651,457
2018,EWR,Newark Liberty International Airport,NJ,STI,DO,Cibao International Airport,209516,1442
2018,EWR,Newark Liberty International Airport,NJ,STN,GB,London Stansted Airport,30876,201
2018,EWR,Newark Liberty International Airport,NJ,SXM,SX,Princess Juliana International Airport,13347,120
2018,EWR,Newark Liberty International Airport,NJ,TLV,IL,Ben Gurion International Airport,619855,2283
2018,EWR,Newark Liberty International Airport,NJ,UVF,LC,Hewanorra International Airport,12785,83
2018,EWR,Newark Liberty International Airport,NJ,VCE,IT,Venice Marco Polo Airport,61752,324
2018,EWR,Newark Liberty International Airport,NJ,VIE,AT,Vienna International Airport,105088,571
2018,EWR,Newark Liberty International Airport,NJ,WAW,PL,Warsaw Chopin Airport,75135,357
2018,EWR,Newark Liberty International Airport,NJ,YHZ,CA,Halifax / Stanfield International Airport,92810,1792
2018,EWR,Newark Liberty International Airport,NJ,YOW,CA,Ottawa Macdonald-Cartier International Airport,138374,3379
2018,EWR,Newark Liberty International Airport,NJ,YQB,CA,Quebec Jean Lesage International Airport,66774,1524
2018,EWR,Newark Liberty International Airport,NJ,YTZ,CA,Billy Bishop Toronto City Centre Airport,408598,7825
2018,EWR,Newark Liberty International Airport,NJ,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,239750,4571
2018,EWR,Newark Liberty International Airport,NJ,YVR,CA,Vancouver International Airport,179058,867
2018,EWR,Newark Liberty International Airport,NJ,YYC,CA,Calgary International Airport,70550,698
2018,EWR,Newark Liberty International Airport,NJ,YYZ,CA,Toronto Lester B. Pearson International Airport,433158,7308
2018,EWR,Newark Liberty International Airport,NJ,ZRH,CH,Zürich Airport,273952,1436
2018,FAI,Fairbanks International Airport,AK,FRA,DE,Frankfurt Airport,2787,14
2018,FAT,Fresno Yosemite International Airport,CA,GDL,MX,Guadalajara International Airport,195599,1334
2018,FAT,Fresno Yosemite International Airport,CA,MLM,MX,General Francisco J. Mujica International Airport,27215,206
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,ARN,SE,Stockholm-Arlanda Airport,67477,230
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,ASD,BS,Andros Town Airport,110,27
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,AUA,AW,Queen Beatrix International Airport,176464,1394
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,AXM,CO,El Eden Airport,40521,283
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,BCN,ES,Josep Tarradellas Barcelona-El Prat Airport,50547,196
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,BEL,BR,Val de Cans/Júlio Cezar Ribeiro International Airport,52156,391
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,BGI,BB,Grantley Adams International Airport,99013,734
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,BIM,BS,South Bimini Airport,11112,675
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,BOG,CO,El Dorado International Airport,305403,2215
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,BZE,BZ,Philip S. W. Goldson International Airport,63354,578
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,CAP,HT,Cap Haitien International Airport,19461,223
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,CDG,FR,Charles de Gaulle International Airport,67191,246
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,CLO,CO,Alfonso Bonilla Aragon International Airport,3111,23
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,CMW,CU,Ignacio Agramonte International Airport,53511,729
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,CPH,DK,Copenhagen Kastrup Airport,57496,209
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,CTG,CO,Rafael Nuñez International Airport,152973,1143
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,CUN,MX,Aeropuerto Internacional de Cancún,404026,3757
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,CXY,BS,Cat Cay Airport,665,215
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,DXB,AE,Dubai International Airport,108749,497
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,ELH,BS,North Eleuthera Airport,45425,1946
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,FDF,MQ,Martinique Aimé Césaire International Airport,16829,142
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,FPO,BS,Grand Bahama International Airport,97228,3397
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,GCM,KY,Owen Roberts International Airport,87084,829
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,GGT,BS,Exuma International Airport,18507,749
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,GHB,BS,Governor's Harbour Airport,7257,378
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,GHC,BS,Great Harbour Cay Airport,757,246
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,GUA,GT,La Aurora Airport,78754,628
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,GYE,EC,José Joaquín de Olmedo International Airport,118423,993
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,HAV,CU,José Martí International Airport,356577,3195
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,HOG,CU,Frank Pais International Airport,53431,735
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,KIN,JM,Norman Manley International Airport,318886,2887
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,LGW,GB,London Gatwick Airport,175405,704
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,LIM,PE,Jorge Chávez International Airport,143139,1113
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,MBJ,JM,Sangster International Airport,443362,3763
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,MDE,CO,Jose Maria Córdova International Airport,183546,1262
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,MEX,MX,Benito Juárez International Airport,157793,1453
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,MGA,NI,Augusto C. Sandino (Managua) International Airport,78685,471
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,MHH,BS,Leonard M Thompson International Airport,53407,2535
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,NAS,BS,Lynden Pindling International Airport,612944,6925
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,NSB,BS,Bimini North Seaplane Base,3712,917
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,OSL,NO,"Oslo Airport, Gardermoen",62612,228
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,PAP,HT,Toussaint Louverture International Airport,456737,3676
